Nombre_Tipo_Entidad,Tipo_de_persona,Tipo_de_crédito,Tipo_de_garantía,Producto de crédito,Plazo de crédito,Nombre_Entidad,by_month_fecha_corte,Tasa_efectiva_promedio_ponderada
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.197370278856336
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.480260575296108
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.155021630887274
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.404152178997427
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,02/01/2025 12:00:00 AM,25.905912854776997
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,03/01/2025 12:00:00 AM,24.884856127479078
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,04/01/2025 12:00:00 AM,25.456149130562924
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,05/01/2025 12:00:00 AM,25.70262804366079
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,21.667391304347826
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,20.951333333333333
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,17.675735294117647
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,21.907272727272727
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.194164456233422
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.50086966713549
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.149248312776356
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.401215246636771
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Tuya,02/01/2025 12:00:00 AM,25.786465504825004
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Tuya,03/01/2025 12:00:00 AM,24.881024667931689
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Tuya,04/01/2025 12:00:00 AM,25.337834017327862
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumos entre 7 y 12 meses,Tuya,05/01/2025 12:00:00 AM,25.699211242067091
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Coltefinanciera,02/01/2025 12:00:00 AM,26.23
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Coltefinanciera,03/01/2025 12:00:00 AM,24.9
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Coltefinanciera,04/01/2025 12:00:00 AM,25.463181818181819
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Coltefinanciera,05/01/2025 12:00:00 AM,25.765000000000001
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,22.131956947162427
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.606368932038835
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,16.535125448028674
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,22.42422641509434
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.195376660854927
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.536448979591837
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.165545181509532
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.449840081228582
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Tuya,02/01/2025 12:00:00 AM,26.080032721864155
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Tuya,03/01/2025 12:00:00 AM,24.886070942764466
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Tuya,04/01/2025 12:00:00 AM,25.499536904420893
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Avances en efectivo,Tuya,05/01/2025 12:00:00 AM,25.727374270107366
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,22.794458598726115
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.86496875
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,16.724150943396226
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,22.497368421052632
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.198245614035088
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.515262267343486
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.144586092715232
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.394049079754601
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Tuya,02/01/2025 12:00:00 AM,25.130504291845494
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Tuya,03/01/2025 12:00:00 AM,24.491286894923259
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Tuya,04/01/2025 12:00:00 AM,25.158452914798207
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a más de 36 meses,Tuya,05/01/2025 12:00:00 AM,25.438623024830701
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Coltefinanciera,02/01/2025 12:00:00 AM,7.17
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Coltefinanciera,03/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Coltefinanciera,04/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Coltefinanciera,05/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,0
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.19705988827513
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.496944550725491
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.157616389602884
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.3779917209107
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Tuya,02/01/2025 12:00:00 AM,13.555252625149074
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Tuya,03/01/2025 12:00:00 AM,12.583440517454816
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Tuya,04/01/2025 12:00:00 AM,12.9443695439884
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos a un mes,Tuya,05/01/2025 12:00:00 AM,12.910348714336034
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,21.468
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.2325
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,18.3692
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,21.705454545454546
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.195249776984835
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.515543314972459
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.145736275012827
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.406886699507389
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Tuya,02/01/2025 12:00:00 AM,25.615120428189117
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Tuya,03/01/2025 12:00:00 AM,24.849141716566866
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Tuya,04/01/2025 12:00:00 AM,25.297623947614594
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 13 y 18 meses,Tuya,05/01/2025 12:00:00 AM,25.599189723320159
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Coltefinanciera,04/01/2025 12:00:00 AM,25.49
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,22.327045454545454
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.512368421052632
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,16.250188679245283
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,23.108518518518519
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.196289430689958
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.500617445093922
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.161612903225806
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.368617650340288
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Tuya,02/01/2025 12:00:00 AM,25.719655963302752
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Tuya,03/01/2025 12:00:00 AM,24.840754603078781
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Tuya,04/01/2025 12:00:00 AM,25.411481264637003
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 19 y 24 meses,Tuya,05/01/2025 12:00:00 AM,25.655415504740659
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Coltefinanciera,02/01/2025 12:00:00 AM,26.23
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Coltefinanciera,03/01/2025 12:00:00 AM,24.9
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Coltefinanciera,04/01/2025 12:00:00 AM,25.43733695652174
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Coltefinanciera,05/01/2025 12:00:00 AM,25.786835443037975
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,22.120217391304348
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.516829268292683
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,19.583157894736842
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,23.340800000000001
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.191662352279122
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.492548378304715
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.148707746039666
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.400816423967534
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Tuya,02/01/2025 12:00:00 AM,24.882448951994591
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Tuya,03/01/2025 12:00:00 AM,24.867665944188567
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Tuya,04/01/2025 12:00:00 AM,25.451849252761534
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 25 y 36 meses,Tuya,05/01/2025 12:00:00 AM,25.70045866935484
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Coltefinanciera,02/01/2025 12:00:00 AM,17.486666666666667
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Coltefinanciera,03/01/2025 12:00:00 AM,24.9
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Coltefinanciera,04/01/2025 12:00:00 AM,25.49
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Financiera Juriscoop C.F.,02/01/2025 12:00:00 AM,21.913327814569536
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Financiera Juriscoop C.F.,03/01/2025 12:00:00 AM,21.397491408934708
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Financiera Juriscoop C.F.,04/01/2025 12:00:00 AM,16.435862068965517
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Financiera Juriscoop C.F.,05/01/2025 12:00:00 AM,21.98685064935065
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,02/01/2025 12:00:00 AM,26.19684365840528
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,03/01/2025 12:00:00 AM,24.49414899006586
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,04/01/2025 12:00:00 AM,25.15056786673362
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Nu Colombia C.F.,05/01/2025 12:00:00 AM,25.398485613744566
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,02/01/2025 12:00:00 AM,25.883989712682496
CF-COMPAÑÍA DE FINANCIAMIENTO,Natural,Consumo,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumos entre 2 y 6 meses,Tuya,03/01/2025 12:00:00 AM,24.876413440069705
